module,time_hours,scenario_id,proteostasis_capacity,mitochondrial_reserve,inflammatory_dysfunction,commitment_risk,recovery_potential
dynamic_state,34.0,stress_only,0.26436196938907597,0.5085017033590782,0.3913392542598661,0.15759432687684924,0.5496881277879024
dynamic_state,36.0,stress_only,0.23284493667822942,0.4896942606316928,0.40896690147633435,0.16814220497377103,0.5245767544139861
dynamic_state,38.0,stress_only,0.20114752485625256,0.4706568727921198,0.4268424962145958,0.1795090215229842,0.49823520085185297
dynamic_state,40.0,stress_only,0.16926077497711337,0.45138111361143246,0.4449762400433503,0.1916999931598153,0.4706286166669701
dynamic_state,42.0,stress_only,0.137175463407582,0.4318582975170913,0.46337841350378817,0.20472066488976598,0.4417216479872009
dynamic_state,44.0,stress_only,0.10488209902560965,0.41207947693628394,0.4820593813853717,0.2185769160791951,0.411478421286697
dynamic_state,46.0,stress_only,0.0723709202864847,0.3920354395094417,0.5010295980723044,0.23327496656297594,0.3798625268160764
dynamic_state,48.0,stress_only,0.039631892154485183,0.3717167051717461,0.5202996129626335,0.24882138287274,0.3468370016718587
dynamic_state,50.0,stress_only,0.006654702897695625,0.3511135231003871,0.5398800759619801,0.2652230845893859,0.3123643124979289
dynamic_state,52.0,stress_only,0.0,0.3302158685252866,0.5597817430539448,0.28248735082359966,0.2764063378116057
dynamic_state,54.0,stress_only,0.0,0.30901343940094483,0.5798619592335842,0.3002629674802448,0.23917766242759544
dynamic_state,56.0,stress_only,0.0,0.28749844705044314,0.600087908592637,0.3184636713257618,0.20072111474001625
dynamic_state,58.0,stress_only,0.0,0.26566366278012266,0.620464283998441,0.33709299107696816,0.16101988353763078
dynamic_state,60.0,stress_only,0.0,0.24350174619698092,0.6409958046966694,0.35615457872964185,0.12005690735328181
dynamic_state,62.0,stress_only,0.0,0.2210052439374952,0.6616872177296675,0.37565221055542486,0.07781486955206574
dynamic_state,64.0,stress_only,0.0,0.19816658836036463,0.6825432993619076,0.39558978812752704,0.03427619335149854
dynamic_state,66.0,stress_only,0.0,0.17497809620284654,0.7035688565128887,0.415971339375573,0.0
dynamic_state,68.0,stress_only,0.0,0.1514930785434468,0.7247687281978145,0.4368010196699395,0.0
dynamic_state,70.0,stress_only,0.0,0.12790913567099216,0.7461477869763811,0.45808253034113483,0.0
dynamic_state,72.0,stress_only,0.0,0.10422507186060717,0.7677109332570436,0.4798177452419351,0.0
multimodal_fusion,0.0,stress_only,0.78,0.8,0.12,0.1,0.82
multimodal_fusion,2.0,stress_only,0.7525988888888889,0.7821570666666667,0.1362510111111111,0.0974,0.8116944444444444
multimodal_fusion,4.0,stress_only,0.7251313701666667,0.7641670768274569,0.15258110890185184,0.09551171554197531,0.8027149346234568
multimodal_fusion,6.0,stress_only,0.6975932184990425,0.7460254326187804,0.16899995073275142,0.0943356944964691,0.7930376918400127
multimodal_fusion,8.0,stress_only,0.6699800166742462,0.7277273051650736,0.18551719303278333,0.09387270002715661,0.7826386776286041
multimodal_fusion,10.0,stress_only,0.6422871548017621,0.7092676337410604,0.20214249539235102,0.09412371415922029,0.7714935848796464
multimodal_fusion,12.0,stress_only,0.6145098294331156,0.6906411248398748,0.21888552469429456,0.09508994140514618,0.7595778287584282
multimodal_fusion,14.0,stress_only,0.5866430426035304,0.6718422511456861,0.23575595928404003,0.09677281245000126,0.7468665374152554
multimodal_fusion,16.0,stress_only,0.5586816007932544,0.652865250409439,0.2527634931800446,0.09917398789828503,0.733334542483344
multimodal_fusion,18.0,stress_only,0.5306201138073267,0.6337041242262962,0.2699178403257219,0.10229536208448282,0.7189563693609079
multimodal_fusion,20.0,stress_only,0.502452993572533,0.6143526367133373,0.2872287388840642,0.10613906694948316,0.703706227273785
multimodal_fusion,22.0,stress_only,0.4741744528502736,0.5948043130860406,0.30470595557620944,0.11070747598505784,0.6875579991148335
